GENE_SYMBOL	EXPRESSION_VALUE
MGST3	2871
ADK	2336
MIR642B	0
SIRPB1	6991
OR7G1	0
PWWP2B	3392
SHISA6	0
CRNKL1	5426
PLIN3	6408
RNF26	3443
SNORD50A	146
ZNF140	1144
RNF150	93
GAS2L1	3307
SPI1	22350
ZNF226	565
MED24	5262
CORT	7
ZNF93	202
ALPK3	71
AXIN2	5572
ZNF439	359
SF3A1	37152
EEF1E1	201
SNAR-G1	0
CNDP1	3
VWF	534
ARHGEF16	12
FAM47B	0
DDHD1	5976
PRIC285	13454
HPVC1	0
RPL29P2	12
RET	75
LOC100506207	29
SORD	562
LOC100129196	618
C10orf88	666
SAA1	2
C10orf55	8
SOS1	12778
LOC392196	0
SNRNP48	1877
ZBTB22	4207
VPS13D	23067
LOC338963	2
C11orf48	1687
YTHDF3	18664
KIAA0146	4717
LPAR3	124
LOC339568	0
ASPSCR1	1744
FNTA	3884
DUSP6	26672
ZBTB34	2066
CLNK	26
KRT74	24
DSCAML1	33
LMLN	644
BHLHE40	73971
LOC100507244	1
C9orf4	0
TBXAS1	10688
PCOTH	8
RGS13	38
LOC388553	1
OR4K14	0
LOC415056	0
DYSF	4658
EGR2	3884
FLJ26850	37
HK2	6590
GARNL3	53
MIR657	0
KRTAP20-3	0
ZNF420	1007
ZKSCAN1	4010
C6orf203	362
HPCAL4	2675
TBL1XR1	12124
NMT2	3590
KALRN	362
FAM5C	0
LOC100288255	0
SLC26A10	1
SLC15A3	9387
PARM1	482
LOC283481	33
KCNJ15	280
BAP1	10477
ASB9P1	6
CPXM2	1
CTDNEP1	12178
PAX3	0
GPATCH3	3110
FBXO5	792
LOC401588	715
OR5H1	0
OR4X2	0
METTL14	2334
LOC144486	23
AUP1	11397
VCX2	0
SH3YL1	6392
C14orf28	589
PLCD3	366
RNF24	2233
NCDN	2883
PROS1	268
CSNK1E	5759
MIR4308	4
FAM66A	7
ARHGEF4	143
ARHGEF10	464
RPS26P11	3
MTA1	6152
RBCK1	9809
LOC100287177	68
PRICKLE2	52
MS4A6A	16483
RASSF2	22619
IPO5	13674
KRTAP20-2	0
KRTAP17-1	0
TUT1	2872
GNPTG	4735
CLIC6	48
TMEFF2	0
SLC7A11	186
LOC100507629	1
PITPNA	7524
KIAA0174	11421
DNAH8	42
EYA2	11
NFATC4	33
PHTF1	876
MIR4743	0
