GENE_SYMBOL	EXPRESSION_VALUE
SCAPER	2362
C17orf89	963
PLA2G12A	1216
MIR4794	0
MIR3120	0
OR5B2	0
ZDHHC23	636
ANAPC4	2755
C5orf27	4
RGP1	1557
BECN1	6671
PHC3	21488
RAPGEF1	43507
RMI2	167
OR1J4	0
C11orf31	4902
ECRP	83
MX2	8241
RGS11	8
SUN1	5158
ZNF185	2949
HINT1	14773
FLJ22763	0
EPM2A	608
CAPZB	36846
SOAT2	45
MIR1307	2
ZNF823	257
PLEKHA4	126
PDE9A	257
ATP5L	11580
MED17	2807
VIPR1	3586
RNF208	94
ELMO2	7933
BNIP1	1371
RFX2	716
MFN2	9645
CAPN14	58
TLR5	1336
GPR45	10
FGF17	5
MIR483	0
MIR1227	0
OLFML2B	179
FITM2	159
KIAA1024	171
TCEB1	1378
LOC647589	1
NFS1	868
THSD7B	0
PEX26	5164
CEP170P1	2
MVK	1118
TNFSF15	39
TNFRSF1B	97741
KYNU	2498
MLEC	8078
C22orf40	562
NCRNA00169	15
SH3GL3	2
NCOR1	19343
GRHL3	2
RGPD6	0
PBXIP1	43110
MIR518E	0
BTBD2	9039
MIR3158-2	0
LOC284688	0
NAA10	3030
SEMA4D	28642
DSTNP2	453
S100A9	104854
SLC25A32	2838
COMMD8	2423
RTN4	18848
TSKS	35
MIRLET7A3	0
UGT2A3	0
RDH16	67
RFX6	1
NAT8B	24
C17orf49	0
SLC45A2	1
IL27	53
MRPL50	977
LOC100131551	1
FLJ43826	2
INE2	0
NCRNA00314	0
RNF126	7704
C5orf25	1010
RCN3	393
C13orf33	5
NCRNA00085	30
MIR3609	44
SMEK1	24181
C11orf57	2616
HCG25	36
FRYL	15814
COG4	5327
C20orf203	19
NADKD1	1767
MS4A10	0
ALDH8A1	43
NEUROG3	1
KIAA1407	753
SNRPD3	6349
IL28B	2
AKIRIN2-AS1	1823
MIRLET7D	34
MGC72080	342
KLHL17	562
FZR1	6436
ULK3	3867
IQCF4	0
CCDC87	10
MIR193B	0
MIR3659	0
WIPI2	7297
STX5	5480
HYI	0
LINGO1	0
USP11	4660
PRKAR2B	2016
GPN2	1752
PEAK1	4344
TK2	3348
SYTL1	11549
MXRA8	119
WDR74	5143
KLK5	0
C8orf12	1
C10orf35	223
DUSP16	11389
ANO2	2
WBSCR17	0
RGSL1	0
LOC729121	0
FAM74A3	0
MTERF	697
DOLPP1	1138
C2orf50	17
PNPLA6	13736
ERI1	1507
UBE2MP1	1190
LIN28B	0
ZNF710	7332
MEST	223
CRIPT	846
HBBP1	0
KRT32	0
ARHGDIB	106417
KDM6B	31785
DIP2A	9719
LEPROT	6078
APIP	630
FAM131C	1
SPDYC	13
MIR3202-1	1
LOC100128593	12
NDUFV1	8295
KDM4A	6252
LOC728613	127
FOXR1	1
TAS2R16	0
FKSG43	593
POLR1D	9235
H2BFXP	4
PMCHL1	0
TREML4	138
MSI1	0
NSMCE1	3933
OLFML1	15
CNTNAP4	0
SP140L	4433
MIR152	0
NEB	224
MIR191	7
DDX4	1
CFP	19912
SKP1	9317
LOC100129269	13
PNLDC1	133
SERP2	17
B3GNT7	4878
TMED5	11968
MTR	6334
DCTN5	6353
MIR149	0
SLC17A3	7
CUL4B	9266
LOC390940	49
SYTL2	3331
CHRM3	3
ACTR3	35906
FGFR3	11
ALG10B	631
PLA2G2E	0
ZNF493	660
CRIPAK	1526
FAM20A	577
FAM159B	1
JRK	2470
GADL1	0
AMT	395
TMEM109	10826
CNO	1314
CMTM3	9390
SRD5A3	1520
HLA-DRA	219078
TICAM1	6085
OR2M5	0
C16orf74	1124
MIR586	0
SLC25A20	2476
TNFRSF10D	1299
NGB	0
PLB1	1392
HCLS1	49980
CETN1	0
CPNE1	15459
COL24A1	91
ANAPC16	14065
MIR4767	17
FAM114A2	1465
LOC729176	412
LYRM4	1799
IARS2	10664
SNORD1B	26
MFSD9	1046
TRIT1	782
TGFBI	26107
GINS3	308
GEMIN7	757
ARRDC3	15404
SERPINB1	15013
LOC283922	486
SIAH1	1175
USP6NL	4046
ACLY	18245
GAS2	25
STOML2	3679
TMEM106B	4506
PDE11A	1
XRCC6BP1	706
RANGAP1	9249
EPHB6	4013
GNB1L	612
VEZT	3320
ATPAF2	1365
IGFL4	3
MYSM1	6723
XPO7	7543
MIR3679	5
PAQR4	820
ANXA3	11
SLC30A3	2
TNPO2	4974
QSOX1	8457
SELT	6546
PAFAH2	2824
DIS3	6251
SPEF2	467
C7orf73	5603
TCEAL1	504
CES5A	0
MAFA	47
S100PBP	3822
LOC619207	454
IQCB1	1884
CRBN	6230
MIR581	2
RPN1	16598
MIR3663	0
MIR548A2	0
LIN52	823
KCNG3	4
STARD13	60
LRRN2	171
C5orf24	2467
MED4	4516
LOC339442	0
LOC728393	0
SLC11A1	9837
OR52A5	0
CD300E	25861
RBP4	4
MAFG	4617
LOC96610	1764
LOC147646	69
MIR514B	0
FOXN1	0
REN	0
RNF5P1	575
CARD16	2946
LEF1	17550
FECH	2274
MIR4530	18
LOC145820	0
IFNA2	0
CHM	2929
SDHD	2895
CD6	29893
LOC554206	44
LOC389705	10
NUBPL	502
RP2	5889
MIR223	147
OR5B12	0
LOC100129480	12
DDB1	17070
IQSEC3	226
SNORA50	10
PTPLA	72
SYNPR	0
ARHGEF10L	2974
TNFRSF13C	2653
LHX6	1
TAC4	39
GGA3	8161
BMP15	0
MIR4792	0
OTX2	2
BZRAP1	3916
HK3	12753
WFIKKN2	11
VAT1	4929
HIST1H4H	62
NOD1	3384
RNPS1	7859
CBLN1	0
GRIA4	2
IL34	2
C9orf78	9949
LOC441025	0
FLJ22536	5
DPF2	4265
SIDT2	19771
ATP6V1C1	4107
FOXI3	0
H1FNT	12
ACOXL	8
SLC6A9	15
PARD3B	79
GPC5	2
C7orf74	1398
C15orf62	417
C6orf146	1
MFSD8	901
CDK2	1110
ARAP1	39654
LOC613037	2
ATF4	28916
SNORD71	9
CBLN2	0
SNORD117	34
LOC728175	6
MIR93	29
LOC100616668	96
KCND2	0
CXorf56	1423
UBTD1	613
MIR487A	0
C20orf151	1
HIST2H3A	0
PLXNA3	2766
ANKRD30A	0
FUT8	4394
RAB12	2719
KIAA1191	5258
MARK3	8825
TMC5	32
OR2L1P	8
SLC16A7	2306
TMEM188	2018
RUNDC2C	517
TCEAL2	39
PCDHA12	0
PET117	255
TM9SF2	15231
ZNF470	235
LIME1	11007
SLC35A1	2155
PREB	4784
TMEM127	15418
AFP	0
GPR144	0
GLT6D1	0
ADRB1	60
TEX14	235
CCDC71	931
LOC100132741	1
LOC100506068	6
RAB27B	1340
HSPB3	2
FOXD4L1	0
C16orf13	2253
SLC16A11	92
ZNF487P	429
PLA2G2A	0
CATSPER4	0
ZFP36L1	43321
ZNF354C	596
VTI1B	2081
HHIPL1	10
UBE2E2	2037
IMPG2	113
LOC503519	0
RPL23P8	5844
NRBF2	2341
BCL11A	3659
KATNB1	2903
YTHDF1	5986
CSH1	0
HEPH	2
MIR4307	0
HDAC5	9680
HECTD2	160
MOGAT2	0
TSHZ2	1264
LOC100507043	81
TMEM38A	258
NOP2	3645
PCDHGA5	11
TFF3	1
NET1	1840
OR13C8	0
STYXL1	1654
INTS7	1753
LRRC3	151
CCDC60	0
TBC1D10A	6017
PRNP	17716
PNMA6C	2
SPDYE5	26
LPAR6	4632
LOC653653	1701
L1TD1	231
C14orf162	0
IDS	37264
CYP7B1	8
NLRP6	871
MIR448	0
CAV3	0
PRNT	0
CCDC144C	7
AIM2	380
LOC200772	824
GLRB	0
PPP6C	9572
C19orf33	0
OR2T4	0
MIR320D1	0
C7orf59	7294
RHOXF2	2
DICER1	10773
CYHR1	2454
TIFAB	51
MIR4322	2
MIR125A	0
PLLP	37
LOC284837	2008
SPNS3	712
MATL2963	621
CTSZ	31701
PGBD2	774
HIF1AN	6008
CNTRL	12102
PBOV1	0
OR11L1	0
LOC728084	7
MMP9	315
FILIP1L	358
LOC283738	0
RABL2A	305
MIR4690	9
LOC100130386	0
PADI4	1390
LOC348120	0
LOC441177	0
FAM106A	10
MIR758	0
NCRNA00287	1280
GNG4	3
PSMA5	5666
SMG9	2665
LOC286359	0
SNORD70	11
KDM1A	5197
GOLGA8B	1017
DIMT1L	2686
SNRPA1	917
MRPL34	2270
TTN	3964
CCNE2	325
SLIT1	113
TRIB1	15153
FAM83G	643
NRADDP	50
TMEM220	383
MIR3197	0
ANKRD62P1-PARP4P3	3
SOCS7	3814
YY1	12676
ZNRF1	752
NFE2L2	18901
C17orf110	20
ARL16	902
ALG9	1391
TSC22D2	8420
TTLL9	4
MRC1	24
SYCE2	128
YWHAG	9250
C2orf76	311
LOC100130417	0
LGALS7	0
RNF25	1174
CD300LD	5
MIR4424	1
STK35	3961
GLT8D2	28
CCDC59	3437
MAP3K6	811
UGT1A9	0
CAND2	149
MORC1	3
C11orf35	325
PCYT1B	65
SEPHS1	2092
MIR3194	2
MKS1	690
OR6C6	0
ARHGEF25	104
MDM2	11391
ERLEC1	4369
RBFOX3	52
RNASET2	19433
KIAA1274	341
GOLGA2P3Y	0
SEPT2	24423
TMCC2	288
BCORP1	0
MYO3B	97
NXF2	0
SNORA11E	0
LOC440600	58
HIF3A	0
LOC401431	102
C7orf53	174
GJA9-MYCBP	1870
EP400NL	653
FAM58BP	9
MIR1262	0
SLC41A1	3084
TRDMT1	1018
ZNF461	643
EHD4	5079
KIF21B	24894
UHRF1BP1	4644
NUDT16L1	3435
LOC100506085	0
MIR203	0
SYCP1	0
SYT10	0
FAM102B	4829
PCSK1	2
TSGA10IP	33
COPS5	3939
HIST1H2AC	809
IMMP2L	335
DUSP9	5
SMC3	7199
ZNF680	615
GAS8	271
SNORA39	8
GTF2H3	1591
PC	552
MAGEA11	0
FUNDC1	716
MTG1	1638
PTPN20A	0
TET1	613
CDC23	2024
SUSD4	1123
CRYAB	0
C6orf118	0
FRG1B	1036
NIPSNAP1	4498
NAT6	1043
PLXNA2	624
MAP4K3	1803
CDH24	145
TPST2	8078
MFNG	17395
CAMK1D	3190
MMP3	0
APTX	1599
CENPVL1	0
RPL8	129313
IL7R	40198
MIR548G	4
GRIN3A	144
SPATA20	1726
NCK1	3954
TSPAN14	36718
DGCR11	469
LOC100506190	1465
APOC2	5
EDEM2	4541
CHMP1B	41531
OSBPL6	34
IRF3	6594
TOP1P2	0
CREG1	6476
CHMP4C	5
SAP30BP	4914
MIR4632	18
LYPD6B	6
RFK	2772
PM20D1	78
C14orf80	1886
HN1	5278
TMEM87A	7416
BBS12	138
PACS2	5593
ZNF205	149
CTNND2	11
C18orf32	4678
LOC100289178	2
HIST2H2BF	56
LOC100507634	142
PARVB	2905
KLK15	0
FRA10AC1	1278
MNDA	17943
HOXA7	1
ACAP2	18012
TJAP1	3191
SNORA25	115
RAD9B	123
COMMD4	1611
SNX22	2430
IL12A	90
IL20	8
SEC22B	4027
LOC100505894	53
ARNTL	5000
RHOXF1	28
PTPN20B	1
MIR4461	2
MIR99B	0
CHMP1A	8519
PIK3R4	2936
FAM71D	3
PFKFB4	2230
SPTBN1	34317
CLN3	4922
EPN1	10074
C10orf122	0
MIR1292	26
EIF4B	32373
CACNA2D4	1700
LOC400238	1
BRP44	3338
UTP3	2084
STIM1	20103
CARD11	25396
CT45A1	0
APOF	6
LOC650368	0
FAM46C	90674
LMNB1	5038
ZMIZ2	11821
LOC152742	3
MIR4729	3
RAMP3	14
LOC100128714	0
RPGRIP1L	200
LOC255480	0
ARG2	787
C19orf47	1258
SUSD1	6356
MYO15B	6052
OR3A1	2
LILRB1	8109
KLHDC2	2938
CCDC106	506
SNORA74A	1
LOC100131234	24
PES1	4529
LOC285692	0
CNP	5265
CASR	0
C14orf43	17490
NTNG1	29
PAK1IP1	805
STMN3	3603
RFC1	7458
CECR1	39556
