GENE_SYMBOL	EXPRESSION_VALUE
GZMH	7071
CARD14	194
LOC729020	120
SLC10A3	2020
ACPT	10
MGC45800	0
KCNB2	0
SUPT3H	454
HPX	5
RG9MTD3	613
LIAS	509
MEAF6	4096
KPNA6	4360
WNT16	36
DBT	579
CHCHD8	890
LOC645166	4
PGA5	5
CLDN22	0
PSMD10	1669
GTF2A1L	3
MOBKL2C	1046
PKP4	1245
TIMM50	1590
SORBS2	11
MPRIP	8195
RNF41	4105
ARMCX5	711
CTIF	1245
SERPINB13	0
NEUROD4	0
FAU	22102
CT45A3	0
C8orf44	71
LUZP6	35199
BMPR1A	263
GPR160	951
IL4R	9005
NRG3	0
OR52N2	0
HPGDS	21
CTPS	751
C12orf52	772
LOC645158	169
ZFR	7981
MRFAP1	12725
FARSB	1035
C3orf77	0
RDH14	122
B3GNT9	210
ZFHX4	1
KHNYN	7125
TG	51
LOC100130197	23
NUDT12	78
LOC285084	0
LOC100507321	245
IFFO2	4326
LOC115110	111
RALBP1	4083
ENPP7	2
FKBP4	1931
RCSD1	20658
PHGDH	119
MIR329-2	0
LBH	9669
MCOLN1	1956
LOC100506776	1445
PRPF3	1183
C11orf2	9917
NCRNA00202	5
LOC340073	0
SNAI3	623
USP49	91
KIAA0430	9216
MIR578	0
LOC100507064	1
IQGAP2	10245
PSG1	0
FCRL1	1532
RAI2	14
LOC440434	202
C5orf56	1523
C15orf53	16
INSC	2
PIGB	668
CDC20B	2
SH2B1	3470
C7orf46	126
THOC7	2479
KRTAP10-1	0
RAD54L2	1128
BUD31	1958
FAM18B2-CDRT4	28
TTC36	7
LGALS12	522
MIR331	0
KCNC1	2
DLGAP1	27
SNRPG	379
CIDEA	0
MIR4289	0
CYCSP52	2
C19orf55	423
UBQLNL	9
LOC389493	0
COL12A1	0
ASB10	0
LRRC48	61
SLFN13	1112
USP44	58
SNORA36C	0
APOBEC3B	389
DERA	1654
SCG2	1
CCZ1	217
MIR410	0
PFDN4	902
SNORD45A	7
GATA1	53
JMJD5	356
CALD1	211
SDHAP2	109
DSN1	458
LHCGR	0
LOC100506655	5
