GENE_SYMBOL	EXPRESSION_VALUE
TAF4	5252
MAGEA8	5
CCDC22	4303
TMEM101	2505
BCYRN1	0
CCDC99	496
TM2D3	4171
TAAR8	0
GAL	1
CCP110	4271
PTPN21	12
GCH1	12573
OR10AG1	0
NCRNA00207	0
TRIP10	301
NLGN1	1
LOC440910	0
NACAP1	1009
SLFN14	120
LCTL	10
ANKRD34A	127
CPXM1	71
ZNF425	78
GPR64	24
LOC100506649	284
DHX37	4874
NCRNA00245	74
DMRT3	0
TMCO3	4926
DPP10	1
C11orf53	0
ZNF18	2077
WNT2B	18
TTPAL	2963
TCEB3B	0
SNORA20	44
CLEC9A	41
TTC29	0
CCNT1	4463
SNORA42	8
FAM135B	3
MIR4271	4
MIR25	54
NCAM1	4364
HCFC1	24722
RADIL	8
LINS	4256
DAZAP1	15060
MIR450A2	0
CBR4	674
SNORD96A	149
GCFC1	4564
CYorf15B	0
STMN4	5
DOK6	258
NGRN	7659
SRF	11584
NEU4	125
SLC22A5	846
ZNF687	10143
MIR3689E	0
MTFMT	818
NCCRP1	7
C17orf64	8
LOC284023	364
BCL2L2-PABPN1	475
TLN2	196
C14orf33	69
FAM153B	33
OR13G1	0
RRP9	1170
CHCHD6	365
NOS2	5
ZNF74	1157
DNAJB4	1679
ZNF876P	111
LRRC42	1152
GJB7	14
C10orf32-AS3MT	897
OR5K2	1
LEKR1	52
ALX3	146
AVPI1	2325
FOXD4L5	0
CRYZL1	1702
UBE2Q2	7870
GPLD1	70
DLK2	154
KIF3B	6917
MIR3936	6
GAGE12D	0
C9orf69	4983
IFITM5	20
LOC388387	8
KAL1	14
C10orf92	4
RBAK	4070
PARP8	21219
COL25A1	2
CCDC76	805
E4F1	2710
PRRX2	2
UGT1A6	0
C2orf83	0
PRSS53	316
ZNF263	4558
ADAR	75092
CERS2	21134
TMCC3	5006
GLYCAM1	0
UGT1A4	0
XPOT	7199
RSPO2	2
HJURP	130
OTOP1	0
SFTPC	1
CAMTA1	1698
PRKCA	14114
SFXN3	6178
EPS8L1	154
IPO13	2964
ADCYAP1	1
RAX	0
SLC14A2	18
CDC42BPA	750
HOXB9	3
PYDC1	0
SERP1	45870
KIAA1467	1200
ANKRD19P	4284
PPIAL4B	0
A1BG	941
LRRC43	92
ISM2	0
LOC100506241	0
PTX3	2082
C7orf26	6504
LOC283404	1
CLPTM1	11888
TRAPPC2L	1774
SIM1	0
ITGB2	328869
WTH3DI	441
FAM76A	1967
FAM174A	695
PA2G4P4	1266
EFHA2	257
YIF1B	4219
C15orf29	1763
NMNAT3	250
TBCEL	1681
PSIP1	12028
H1FX	24933
ZNF37A	2568
KIAA1755	0
EFEMP1	0
LHFPL1	7
KRTAP19-6	0
ATAD3A	1461
AIP	9826
ABCB9	232
TBR1	0
HSD11B1L	187
DYX1C1	65
MIR451	0
LSM2	1645
CRNN	0
ATP4B	2
APOBEC3F	1356
GAGE2A	0
BEND6	40
DNAJB12	8303
IRX3	2
MIR4740	1
NCRNA00174	470
WDR46	4967
CPNE7	61
MICALCL	1380
CBY3	12
BLVRA	8553
LMBRD1	9645
FABP5	41
DDX19A	4576
MIR1296	2
C14orf102	2161
NUMB	26482
DLC1	380
PGCP	7265
PP14571	3
FLJ44635	37007
OR5K1	1
LCA5	30
FBXO36	237
CRB1	15
CYP2D6	145
IL13RA2	1
C1orf146	3
MIR125B2	0
ADAMTS14	49
C12orf51	14155
KIF2A	13295
CCDC130	2271
EIF3IP1	1379
CUX2	313
SNX14	9174
DENND4A	12614
ANKRD52	9522
ACSL3	3885
C9orf30	629
MDS2	151
CCDC112	1522
ZNF879	206
SRP54	3533
C3	2799
CEBPA	10460
LYRM1	2084
SLC30A10	0
ABLIM3	1077
TSPAN17	4813
TLCD1	56
H2BFWT	0
LOC100288428	5
NAV2-AS4	0
KRTAP1-3	0
ALOX15B	459
HOPX	5064
JAG1	1388
SLC12A5	7
MYO15A	136
KCTD20	22866
LOC100506343	125
LOC284749	65
GPR114	3645
MYOC	0
SLC2A2	0
TRMT6	4707
GAD1	1
P2RX4	4657
HCN2	152
MIR4515	2
FGF20	0
SAA3P	0
HTR2C	1
PPT2-EGFL8	26
FAIM2	10
MTF1	8129
L2HGDH	362
FHL1	2305
DHRS7B	989
CDH26	91
NCRNA00305	0
SMG5	14139
MIR642A	0
ZBTB26	355
LOC100128675	0
SH3BP2	37249
CLASP2	5241
KPRP	0
WBSCR16	1088
CD69	71664
APBA2	6134
SLC10A5	13
RNF135	7069
MIR185	1
GPR4	0
RNF222	27
ROR2	7
UNC5B	52
MRPS18C	546
ISCU	8536
MIR454	2
ST3GAL5	6697
LOC643714	0
TOM1	12720
PLAC2	53
MIR4536	0
CIB1	12966
FLJ37453	749
RPL31P11	132
RNASE4	967
CST1	0
C21orf37	0
SORBS3	5965
ENC1	10426
BTN3A3	9963
KIR3DL1	1438
NDP	1
MIR499	3
IFT80	1852
GPR162	2691
SSB	5667
DEFB4A	0
SLURP1	1
LOC100293534	19
SLC27A3	6915
TSSC1	2358
FABP7	0
S100B	2813
WIPI1	3215
ACVR2A	1378
FAM196B	265
BAG5	10599
LOC100505540	0
CAMSAP1	8843
LOC441617	40
GAGE10	0
PCK2	3897
EIF2C1	14933
ACAP1	18771
C14orf180	0
LOC389333	93
TSPAN32	3430
ZBTB46	460
PIP5K1A	5828
RELT	21120
GSTA5	0
DNAJB9	14059
SERPINB12	0
NR2E1	0
ST6GAL2	3
RNF144A	4293
KIAA1409	30
RTN4R	72
CLEC14A	0
MNX1	2
C6orf25	2998
CNR2	265
NDEL1	12145
EPS15L1	5203
F5	8678
