GENE_SYMBOL	EXPRESSION_VALUE
CCPG1	5520
PCSK1N	42
DAPK1	6508
CRCP	2883
ARHGAP28	0
ITIH5	0
PNMA3	93
C20orf165	8
GPR146	135
SNORD115-4	0
TMEM150C	7
LOC100134713	59
ELAVL2	0
KRTAP10-3	0
MCF2L2	63
CDK2AP1	2252
UPF3A	775
LOC646938	0
SOAT1	4165
SHROOM2	1
GJA1	0
RASGRF1	24
CCL4L1	9
RAP1B	3627
TMEM132C	0
YWHAZ	36815
GMPPA	1177
RPL19P12	3390
VASH1	2021
KRTAP24-1	0
OLFML3	17
RAB15	273
NFX1	3021
NAALAD2	57
PIN1P1	127
MIR4253	0
LOC100287225	0
PSMC1	111
ZNF346	464
TNK2	5641
ANTXR2	5952
CEP89	256
RPL36A-HNRNPH2	16
ZBTB40	3560
OR5M1	0
PYCARD	3046
TCF21	0
MIR190	0
LOC400794	1
DACT2	0
CRABP2	72
LOC100289511	356
RBMY2FP	0
ZNFX1-AS1	7578
WDR44	2157
CRK	2045
MIR4748	2
XAGE2B	0
C1QL4	0
CSNK2A1	1881
FXYD3	4
HLA-DPB1	47484
AKTIP	298
PKLR	1
OR10G2	3
PFN4	1
IDO1	75
KCNQ4	34
PTPLB	702
PCCA	576
MIR103B1	0
JTB	5504
C21orf91	1828
PRAMEF16	0
CCDC62	26
C4BPA	26
CDH2	34
KDM2A	24654
NR0B1	0
ITGB7	8492
MCOLN3	23
ANKRD5	66
CALN1	8
CNGA2	0
GPR158	1
FLJ41484	205
ING5	895
LOC285696	2
RAET1L	0
ZNF524	601
PIDD	558
FAM22A	10
RP1L1	7
NPRL3	1384
HNRNPUL1	20874
ARHGDIG	1
NBR2	144
CCDC15	86
NUS1	1516
PANK2	2168
SMR3B	0
CA5B	1781
SHQ1	644
ILDR1	20
ANAPC2	1732
ZNF621	1153
EVX2	0
PF4	1944
LOC100289019	335
TNFAIP3	144800
ADH1C	0
GSTA3	0
SLC30A5	1908
ADAM21P1	0
EXOC5	2389
RHBDL1	28
UBE2D3	22812
ZNF630	77
ZSCAN12P1	123
MIR505	0
MIR3614	0
C9orf116	10
TDH	13
MIR221	50
PTP4A2	27685
LOC100132735	5
TWF2	4246
BIRC2	5537
MIR4497	0
SERPINF1	383
JHDM1D	9606
LGALS9	6838
OR52B2	0
CKS1B	43
SNAPC2	860
ZNF445	1374
MIR147	0
KCNE3	2525
WNT8A	1
CSRP1	2873
CCL2	164
ZNF726	16
LDHD	195
FZD2	180
MIR4790	0
TINAG	0
KLRD1	2838
FLNB	3762
ANAPC7	966
TMEM74	1
DPPA5	0
KANK2	125
GHDC	1767
GIPC2	6
PSMD2	5405
RNF170	585
SELE	2
SUPT5H	9941
TOMM34	777
STX2	1169
FAM109B	189
SCN3B	18
MIR1206	2
RPL11	53402
PLSCR4	10
CA2	780
ZNF222	224
EHD3	1074
LRRC66	4
LOC285819	8
RPSAP58	1999
CCDC117	2624
EMD	2628
POLR3E	1759
ZACN	11
DNAL4	318
NME4	734
ARHGAP11B	22
MIR670	0
HCG4	9
ARMC9	10
MIR548AJ2	0
PDK4	1049
IREB2	4886
CG030	226
SEPT1	2270
SYP	116
WDSUB1	362
HM13	6664
TCP11L2	2381
PYCR1	28
L3MBTL4	227
SIRT5	431
SNORD77	23
LOC255654	0
C10orf114	1
PRDX4	701
CEP250	2149
RHBDL2	6
SNORD114-8	0
CHMP7	3278
IFI16	7771
MIR105-1	0
NPAS2	102
LOC286367	42
ASPM	79
HAUS4	2107
SECISBP2	3406
C2orf78	0
FBN1	43
MRPL27	587
MRPL52	602
HMGB2	7841
C7orf60	1643
SPRED1	902
CHST11	6720
KIF20A	15
WASF2	18233
