GENE_SYMBOL	EXPRESSION_VALUE
PDIA4	13547
CST8	0
SFTPA2	0
SNORD49B	4
ING1	3567
LOC100128682	0
ANKRD26P3	1
EIF4A2	32885
COMMD7	6295
LOC389791	1
CDR1	6
CDKN1A	38079
TSEN34	3090
CHN1	761
ANK2	4
DEFB129	0
LOC201617	0
EHD2	18
PEX16	3231
CDH7	0
CD3EAP	112
IL17RD	5
SETD8	2393
JOSD1	17340
LOC100132832	17
ZNF429	344
IP6K1	9979
TPM1	985
ATP6V0D1	18022
C1orf52	2753
LOC440335	11
RASEF	0
PPIB	12975
POU3F3	0
KRTAP21-3	0
RECK	2977
MIR631	3
LYRM7	3275
SF3A2	12055
RNF39	119
KLC3	90
HIPK1	32615
LOC100630923	0
SLC38A5	2329
PSTK	360
CNTN2	4
CA7	6
MAP3K1	57467
CACNA1B	4
KCNK16	0
SEPT11	7330
ITGA5	12878
B3GALT1	0
RBMS3	24
DLGAP4	7132
MIR4454	0
ZNF607	630
FAM92B	4
C10orf108	0
SYT2	44
TRHDE	9
SPRR1B	0
CNIH4	1485
OR8B12	0
NOV	88
MST4	9252
CYB5RL	324
LOC100507346	45
STEAP3	1352
C5AR1	39366
SYT16	1
MIRLET7C	0
SNORD96B	0
CFC1B	0
GZMB	7033
MUC12	55
OR56A4	0
MYH7B	97
SEPT7L	7
DCD	0
IKBKG	1135
LOC100329135	0
ANAPC5	14145
FLJ42969	2
CLCN4	542
ZDHHC20	24111
FAM48B1	0
KCNJ8	0
EP400	14301
ZNF580	1795
LRRC16B	239
BRSK2	44
CKAP5	6581
MBL1P	0
POC1B	3718
RBM5	8815
PKNOX1	1860
CALM2	31597
DDX20	2445
MIR1251	0
MIR1224	0
ESRRA	3716
SRSF3	40792
TSKU	2
PI4KAP1	696
WDR64	9
MCOLN2	836
LOC100505474	0
MIR4446	2
MIR3191	0
HSPB6	5
ZNF512B	3504
CDC14C	33
CDADC1	1107
ATP12A	1
SNRNP40	3124
CACHD1	56
MIR4420	26
MIR1253	0
VWA2	4
SLC6A4	68
AFF3	3460
MIR600	0
DRD1	0
UCKL1-AS1	108
SNORD115-5	0
LRRC34	115
OR1N2	0
PPARGC1A	12
ALG12	2705
GIF	0
CD1A	256
RNF103	5019
SNORD27	57
TMF1	10607
KIAA1244	7
SNRNP25	1548
FBP2	0
DLX4	87
SLC35E3	1300
CAPRIN1	22973
C6orf89	17806
CLDN10	0
AGBL5	1964
ZNF473	1001
DYNC1LI2	3603
ACVR1C	593
LIMS3	0
KLHL14	682
IL15	1996
BTN3A1	14218
DRD2	0
BPIFA1	0
RANBP6	3566
ERCC1	4430
CHORDC1	1408
GOT1L1	0
TRIO	7965
KLHL24	8909
ZNF389	19
KEAP1	4789
CDK17	10391
DNTT	7
SGCB	795
LOC653075	2
MKRN2	4364
COG5	4633
ART3	6
AKR1E2	50
LCN8	1
TMPRSS11B	0
ZDHHC9	690
FAM25C	0
OR8B3	0
LOC100130301	9
KRT18	141
MEF2BNB-MEF2B	276
PWRN2	0
LOC285954	8
ZNF616	476
PTBP1	34385
BIRC7	0
OR52D1	0
ZNF536	0
PHOCN	2999
TENC1	219
PAGE1	0
GABRR3	1
ST6GALNAC3	278
ELFN2	41
CTTN	931
CRIP3	91
NHS	839
SLC22A24	0
ARHGDIA	53295
ASXL1	12119
DOK7	101
MIR3940	1
LOC100505933	54
NTRK2	30
CT47A7	0
VIL1	59
LOC723809	4
NCRNA00265	495
ATP13A2	8397
RNU12	59
CACNA1E	7
UNC13D	22249
CD3E	54755
SOX6	1
GPATCH3	2999
CTDNEP1	14947
CPXM2	1
PAX3	0
LOC401588	334
OR5H1	0
OR4X2	0
FBXO5	813
VCX2	0
SH3YL1	4849
METTL14	2682
LOC144486	17
AUP1	13900
C14orf28	449
RNF24	3152
PLCD3	521
CSNK1E	5811
PROS1	272
NCDN	4097
MIR4308	2
FAM66A	6
RBCK1	11524
MTA1	6883
ARHGEF4	153
ARHGEF10	377
RPS26P11	7
PRICKLE2	44
LOC100287177	175
RASSF2	41437
MS4A6A	26067
CLIC6	69
KRTAP20-2	0
TUT1	3269
KRTAP17-1	0
IPO5	16601
GNPTG	6306
SLC7A11	108
TMEFF2	0
DNAH8	67
KIAA0174	11588
NFATC4	15
EYA2	29
PHTF1	1326
LOC100507629	0
PITPNA	10842
MIR4743	0
SNRNP48	2534
LOC392196	0
ZBTB22	5183
C10orf55	3
SOS1	13128
C11orf48	2163
LOC338963	0
VPS13D	18909
LOC339568	2
LPAR3	96
ASPSCR1	2310
FNTA	5462
YTHDF3	15297
KIAA0146	5712
ZBTB34	2877
CLNK	42
DUSP6	33175
KRT74	4
LOC100507244	1
BHLHE40	34090
DSCAML1	33
LMLN	750
PCOTH	8
OR4K14	0
LOC388553	0
RGS13	8
C9orf4	0
TBXAS1	17372
LOC415056	0
DYSF	20624
EGR2	4528
MIR657	0
FLJ26850	16
HK2	9457
GARNL3	52
HPCAL4	1038
TBL1XR1	14247
KRTAP20-3	0
ZNF420	1174
ZKSCAN1	5614
C6orf203	317
FAM5C	0
NMT2	5377
KALRN	375
LOC100288255	0
SLC15A3	12848
SLC26A10	0
PARM1	1112
LOC283481	50
KCNJ15	354
BAP1	11146
ASB9P1	4
MIR642B	0
SIRPB1	7890
MGST3	3548
ADK	3337
OR7G1	0
CRNKL1	5034
PWWP2B	3977
SHISA6	0
PLIN3	10099
RNF26	4004
SNORD50A	29
RNF150	0
ZNF140	1891
GAS2L1	3463
ZNF226	694
SPI1	32190
CORT	3
MED24	7299
ALPK3	52
ZNF93	250
ZNF439	548
AXIN2	3607
SF3A1	36791
CNDP1	0
VWF	663
EEF1E1	346
SNAR-G1	0
FAM47B	0
DDHD1	4333
PRIC285	13190
ARHGEF16	13
HPVC1	0
LOC100506207	29
RET	140
SORD	785
RPL29P2	11
SAA1	1
LOC100129196	344
C10orf88	932
LOC158696	0
LOC220906	3338
RNF112	18
UBLCP1	4949
FERMT2	34
C7orf44	1632
PRKACA	20603
SNORD34	40
VSIG10L	130
MBD3L4	0
CCDC65	977
CYTH4	26705
OR4C11	0
RPS14	87684
SLN	0
