GENE_SYMBOL	EXPRESSION_VALUE
LOC100131347	8
PAPOLB	1207
MIR4800	0
TLK1	14861
C1QTNF3	282
VTCN1	0
MYLK-AS1	91
HAUS7	1780
CYP2C8	4
XRN2	27936
SNORD48	12
MIR4793	2
TMEM168	3148
ZNF788	134
C15orf26	12
CLEC7A	19222
GRIN2D	160
ZNF253	552
ACSF3	4592
MEF2D	18260
GDF2	0
C17orf54	10
SERF1B	4
SNORA81	108
MIR561	0
NCOA2	8200
NUP107	2817
RBMY1E	0
MIR4281	0
NDUFAB1	4105
ATP8B1	193
CD19	1981
NAP1L4	13200
ROR1	23
RMND1	1584
C10orf140	17
LOC340544	45
GREM2	279
CITED4	1482
LOC401177	2
SLMO2-ATP5E	20697
CSNK1G3	5928
GYPE	121
ZNF652	15533
ZNF613	465
SAMD12	1116
RAP1A	20662
KIAA0513	23781
GNPDA2	1635
LOC100130872	773
LOC100128788	26
SIL1	3536
THAP6	773
MIR103A2	41
SYCP2L	230
LSP1	101796
LOC729603	606
CYP2A13	0
LACRT	0
SLC39A3	4378
SNORD85	1
MIR4688	2
LRRC29	263
ZP1	19
SERPINA1	139972
LCE2C	0
LAG3	565
CST11	0
GRM7	0
TGFBR1	14994
ZP2	1
ZNF812	3
INSM2	1
CD38	1754
POMT2	824
C19orf51	2
DNAJB6	5779
FNDC8	116
GTF2A1	2319
TFB1M	612
FOXO3	7019
UBE2O	6149
FAM164A	1421
PPP1R1A	1
SNORD11B	6
FLJ23152	0
P4HA2	17
MIR18B	0
FGF13	6
SLC35F4	1
CDCP2	4
PPP1R12A	16584
PLEKHA6	214
KIAA1486	0
BCL7A	2884
LOC342918	3
MIR3647	1
ZSCAN30	931
MAP2K6	2438
EXOC6	3253
DZIP1L	61
YTHDC1	13465
DKFZP434L187	0
STAG3L2	146
MECP2	10755
C20orf152	9
HIBCH	865
UBE2G2	13487
FASTKD3	893
ZBTB16	1571
LOC100270679	0
NADK	24263
BAI1	187
DDX39A	8383
HLA-DQB2	1738
GRK4	111
RAD54B	257
FAM176B	1296
MEI1	1947
LOC653513	9
GPANK1	2766
ZNF771	75
DNMBP	2523
KRTCAP2	4096
MANSC1	184
TGM4	48
PTF1A	0
CRY1	2945
CAPN12	568
TTLL11	784
HNRNPD	25048
DRAP1	12576
LOC100133311	3
