GENE_SYMBOL	EXPRESSION_VALUE
DEF6	12658
SEMA3A	106
ODF1	0
ABCB4	90
FAM55D	2
PCYOX1L	2461
LOC728264	0
SRSF10	7099
BMP6	182
TRIM5	1187
ZMYND19	710
APOBEC3D	570
C19orf77	39
LOC286186	0
ACADSB	2754
GALC	6235
PSMD3	9158
SNORD38A	64
MIR3176	6
ETV3	9142
LOC441204	39
RBM28	1555
MIR3117	0
LRRC14B	1
FCRL6	4028
COG6	1423
ZNFX1	23538
PODXL2	316
LBX1	0
MIR4514	0
FAM90A25P	1
ZNF625	38
ALDH1A3	5
ZNF835	44
OSTM1	6382
RTKN	66
SLC25A5	29563
PEAR1	282
RPS27A	16352
EIF2AK2	3169
LIF	583
C11orf74	308
ODZ1	466
YEATS4	1277
NTAN1	2398
FAM18A	163
MIR4475	0
MIR548A1	0
MEOX1	277
LOC400027	2289
TTC33	1634
GCNT4	1326
C10orf137	3465
HORMAD1	31
XKR8	2897
NEDD8	5732
MPEG1	114206
GLUD2	5896
OR10V1	0
LDLRAD1	0
PNMT	6
HIVEP1	7607
APOD	32
MIR4311	0
LOC100507466	1
SUGP2	3607
MRPL22	1159
LOC100335030	325
MPP4	0
PAWR	77
MAGEB1	0
P2RY14	314
MRPL40	1267
LUZP4	0
ATXN7L3B	10787
ARID3B	2691
MRPL4	3305
PIN4	469
ENO3	198
TRIM47	92
ZFP92	45
OR10J5	0
SLCO1B3	0
ALX1	0
CNGA3	0
STARD8	3118
CPNE6	6
HLA-E	350212
FAM168A	1825
PRR16	50
C14orf82	6
DAZ3	0
C15orf59	0
PIGC	2112
PRKACG	486
RPS13	23714
DNAJB3	0
AGXT2L1	0
CDR2	8170
MIR548I4	0
TOX2	164
MIR3666	0
IL22RA1	0
LOC100271874	1
CABYR	26
NLRP8	0
ASL	2375
PRMT2	11913
MIR548AC	0
GPR171	327
DHX58	1869
MIR4301	0
NCOA5	3396
N4BP2	4596
MOBKL1B	17785
KRTAP19-7	0
FOXO3B	492
CAMK2B	4
TMEM141	2369
ZNF192	2246
C6orf105	938
SNORD116-12	0
SNORD105	3
SP100	13939
FAM83F	7
MIR376A2	0
LAMA1	0
EIF2AK4	9460
LARP6	0
UBASH3B	7438
LOC100128946	0
AQP1	10
C19orf38	18054
HSP90AB3P	16783
KLHL2	4325
SLC26A11	2472
MIR301A	0
SLAIN1	1906
OSMR	2
HOXC9	0
LOC645949	0
MYO7B	530
ERLIN2	3873
U58	0
HS3ST3A1	16
ZSCAN10	3
MRPS28	974
SSBP1	3580
GNA11	248
NETO1	29
IL25	0
DBR1	1818
PYDC2	0
ABCA4	0
HADHB	9856
PFDN5	43097
MSH6	5589
MIR3190	17
NCAPH	282
TCEB3C	0
SGTA	5945
KRT4	0
CCNA2	226
SHPRH	1773
MC1R	223
ARHGEF3	16822
