GENE_SYMBOL	EXPRESSION_VALUE
LOC284788	0
AK3	3625
CUL5	6236
CCL21	0
PCDHA9	0
TMEM150B	691
REXO4	2625
APOC4-APOC2	0
NCRUPAR	1
SNORD114-1	0
PYROXD1	1104
CYP3A43	5
LOC606724	0
GRPR	42
TTC39A	89
PCDH11Y	0
WEE1	970
TOMM40L	1903
RWDD2A	241
SLC2A4RG	5394
ELAC2	5304
NDUFA4L2	7
LIPF	1
TMSB15A	4
RABL2B	1090
TMEM138	1884
LOC100499466	7938
PFN3	0
NONO	22668
TBX6	70
IFLTD1	0
LOC284998	1
SERPINA9	2
CASKIN2	56
CSDAP1	2264
MSL3P1	512
CSAG2	0
XRCC5	32539
MIR4306	1
EXOC3L1	114
HIST3H2A	370
ZNF212	1074
CCR3	30
HDAC9	3846
MIR937	0
HSF1	8364
HSPA4	10629
KRT84	0
MIR558	1
TAS2R42	0
KRTAP9-8	0
MIR518D	0
MAP6D1	379
CPEB4	10332
SYN1	191
ZNF783	3495
MIR590	82
VWA1	4
EMX2	0
DSG2	38
KANK1	2029
FGF1	0
PHF2	11673
LOC401463	1
SLC25A35	371
GATA4	0
SEC14L4	1
MBD1	7833
ANXA11	31975
IFI27L1	242
TAF6L	1212
WFDC6	0
PROKR2	1
TRAF4	2988
FAM74A2	0
SMC6	3492
RPL21P44	85
SARS2	1044
RBMS1	13234
GRIK1-AS1	0
VPS54	4581
GPSM1	524
PAPD5	8634
MIR4710	0
KRTAP19-8	1
LOC139201	266
VPS8	5317
RHOD	2
MIR205	0
UXS1	5832
RHO	4
IPO9	7373
GNPDA1	3027
ZNF124	1651
C4orf34	3254
FAM118B	953
C9orf85	689
H2AFX	6559
CSTF2T	4195
KCTD3	1307
DNAJB8	13
GSTA7P	0
MIR431	0
CELF1	14884
HOXB6	6
ARMCX6	705
EFCAB4A	102
TMEM161B	1212
PROK2	1017
SNX6	8221
ETV7	270
MIR525	0
FERMT1	2
HLA-DRB1	91638
WSB2	6919
FIGNL1	898
HIST2H2AB	13
IFI35	3979
LHX1	0
NLRP14	0
ABCA12	2
MIR548B	0
ZDHHC11	29
KIAA0494	25839
TMEM69	1477
LOC148189	237
LOC100506540	73
KCNJ3	8
EML1	1
PLAC1L	0
GAGE6	0
BROX	3197
TSSK1B	1
SHF	186
EXOC1	3827
ATF7IP	16704
AQP12A	0
LIX1	44
PTPN14	77
AKAP7	1614
CCNA1	11
ERCC2	1639
ERBB2IP	30097
KSR2	14
POTEM	8
MIR488	0
C14orf38	1
ZNF134	2235
TP53TG3	0
P2RX2	10
CHRD	7
ZNF431	1966
NCRNA00244	0
SNX20	5540
FAN1	2094
CD1C	2859
VTN	38
TIE1	259
OXT	24
SLC43A3	6312
PLEKHA5	1089
RFPL3-AS1	24
NCRNA00254	0
DISC2	33
OTOP3	0
CCDC36	14
REEP6	361
KLHL25	553
SDHAP3	186
IFNAR2	10520
TSHB	4
TSC22D4	15295
DCP1A	9894
SNORA5A	33
RNF133	0
ITGA4	48238
OBP2A	0
BDNF-AS1	51
MORN3	194
C17orf98	3
STX4	3888
XPC	5958
C9orf128	12
MGC12916	383
ZNF705A	1
SLC29A1	1428
NLRC3	9079
NEAT1	21128
HOXD4	0
FCN3	2
SIAE	1380
SFXN1	3951
TGFBRAP1	4357
POM121L10P	3
CLN8	4130
MYT1	3
ZNF709	536
MIR211	0
SYCE1	9
GNA14	10
EPB41L2	2365
SIAH2	8414
C7orf36	107
MIR3926-1	1
C12orf45	705
FAM169A	2589
KIF13B	9109
GFAP	11
TWIST2	8
TTTY17B	0
CCDC84	647
C1orf194	14
TCTE3	17
C6orf81	30
TMEM119	435
BTF3	35033
CCDC148	1
SLC25A29	1824
TRDN	0
USP17L2	0
SGPL1	10884
HSF5	265
SLC39A6	5100
GTSF1L	10
NPC1L1	4
PLA2G4D	0
RGS9BP	12
CEMP1	394
PCDHAC2	0
GABRR2	17
RHOBTB1	322
PRLH	0
AWAT2	2
KCNH3	969
ATXN2	2488
SAMD11	9
RPL38	34102
BPY2B	0
CPNE8	1642
GABBR2	0
GALK2	1415
CSN1S2AP	0
HNRNPL	25492
GPR142	9
ZNF259	4620
LOC728190	955
KLRC4	414
METTL2A	487
PTPRS	1177
MSN	211199
XRRA1	421
ELK3	5163
LOC157381	0
CDKN2D	11540
RIMKLA	45
CYBRD1	5368
LOC154860	0
CHD2	35051
CD22	3952
PTDSS2	1689
ZNF787	4709
KCNA5	39
LOC283856	1
RNF126P1	843
MIR567	0
MIR4705	0
DLX2	152
SLC25A12	2129
TATDN2	18052
FOXP1	21925
SHFM1	3226
FAAH2	606
SMUG1	747
GAMT	604
KCNA4	0
PPM1F	19258
MIR1236	5
ELF4	19439
HIST1H2BK	1382
TMEM5	819
ASCL2	840
TNFSF18	3
FAM113A	1986
ANXA10	4
PRAMEF17	0
ATHL1	5155
GLIPR1L2	29
YIPF2	1705
FAM60A	3894
ABCA9	39
SNORD73A	256
RELN	17
DCLRE1B	1484
CCDC85C	1226
ALG3	1974
LOC100306975	30
LOC93622	2131
VAT1L	0
PRG3	0
PVRL2	1036
CAMP	43
C4orf40	0
CLDN20	32
PPP1R3D	1180
KCNN4	1158
MIR516B1	0
RPL7	247
TMUB2	6927
FUK	2088
SIGLEC5	3452
NAPSB	7634
STX8	3245
NOL4	0
ZNF565	414
HINT3	3665
GPX2	43
NDST3	0
C3orf35	83
TGFB2	45
MIR3917	1
SOCS2	1789
TNFAIP6	1957
SRRM1	15345
NCAM2	5
KLHL31	6
HBD	13
ANGPT2	54
SLC2A7	5
CALU	6537
MRPL3	3912
SNORD113-7	0
CHMP5	2478
KLHL3	1408
MAD2L1BP	2033
PRTFDC1	52
SCAF11	20583
MEGF6	2538
PTPRO	1071
DCTN1	19641
LOC100506172	0
MOS	0
LRCH3	2392
MFI2-AS1	2
MIR146B	0
RPS10-NUDT3	9305
HELT	0
PYCRL	325
UGT1A10	0
SSH1	14605
ARL8B	12239
MARCKS	19287
NEFM	96
FBXO22OS	5
C3orf18	1046
ASPG	2
ARL8A	8148
MGC23284	141
TFAP2A	1
ARHGEF2	15181
C20orf29	957
CD2AP	6717
TPI1P3	11
ZNF100	929
TSTD1	1985
THBS4	98
PIGG	2605
LOC440419	0
RCBTB2	6313
GRM1	1
TXNDC16	1631
MIR181A1	0
HSD17B12	3545
LGALS9B	81
OPHN1	351
ACD	1956
CCL26	1
SLC6A13	7
KIR3DL2	824
LOC100129534	258
ANKRD9	389
C7orf28B	553
AASDHPPT	2567
XPNPEP3	1460
LOC646999	19
TPRN	1354
LOC388692	1585
C1orf50	793
LOC645638	74
CDH4	18
MIR371	3
REV3L	6977
LOC644554	2
ATP13A5	1
DSG3	0
SRRT	10103
MAPK4	0
SLFNL1	53
NEDD1	2817
MIR1827	1
SNORD115-16	0
OR5M11	0
OR13F1	0
ZFAND2A	3073
LOC100507003	0
FAM70B	80
C14orf177	0
VDAC3	4830
SELENBP1	5
HOXA11-AS1	0
ENKUR	129
ARPC1A	3944
PAGE5	7
AKAP13	80098
MMP24	1668
MYOF	9124
DEFB106A	0
SECISBP2L	14007
FAM134A	17955
MIR3976	0
HOOK1	1168
LOC100506388	1
MIR128-1	0
GCC2	9402
BCAR4	3
CENPBD1	408
UHRF2	4686
AWAT1	3
ZNF25	2318
SLC22A2	0
MST1R	45
TFAP2B	0
CPB1	0
MED1	10064
LIMD1	2795
FUT2	38
PABPC1	205161
FAM24B	181
IQCF2	0
C12orf60	30
HYAL3	208
SREK1IP1	3320
CYB5A	630
