GENE_SYMBOL	EXPRESSION_VALUE
FAM53C	15324
SRD5A1P1	109
SPINLW1-WFDC6	0
VTRNA1-1	3
EIF1B	3369
UBASH3A	1700
RNASE11	0
GNL3	2869
EEA1	3262
SULT6B1	0
TTC9C	336
BRCA1	287
TCL1A	1702
FLRT2	1
MIR4718	1
RTP3	0
PYGL	5662
TMCO6	527
NOP58	4175
MYL7	0
C9	0
MIR3185	0
EDC4	3655
CCDC64	2160
CMTM2	71
PLEKHM2	8209
SPANXN1	0
RAG1	41
MIR548F2	0
MIR4485	0
KIAA1704	485
KCNK6	1084
LOC646471	301
JAM3	482
COL14A1	3
MYD88	15489
SFRP5	30
RAB6C	0
ZBTB5	1319
MIR3678	0
DEFB128	0
TAL1	305
PSMD4	2799
AKR7L	9
SPATA5	918
MIR548J	0
SEZ6L	600
LOC100288778	192
ALS2	1191
MEMO1	607
MRPS18A	674
LOC100288123	155
PSMD6	3677
LRIG1	2500
VIPR2	80
GPER	95
MGC14436	8
PLXNA4	638
GPR63	20
LOC284865	1
ABTB1	4309
IDO2	10
RWDD2B	307
WFDC10A	0
PARD6G	47
ANKRD46	283
NPR3	195
FOXF2	0
MRS2	1195
GSDMD	3218
PAQR8	788
CXCR6	125
STARD10	427
ELF5	7
ZC3H12A	8274
LETM1	2347
PLS3	41
TSEN2	169
NCAPD2	3508
CCDC42B	20
ZNF526	402
C7orf16	190
LOC285205	0
PDSS2	1155
MIR4440	1
STOM	6191
ZIC4	0
KLK1	32
LOC440104	603
RD3	0
PIWIL1	0
CRNDE	4
LRRC37B	827
ALDH1L2	44
ABCG2	66
TBL2	969
SRRD	721
LOC400654	0
ZNF197	633
LOC100288846	58
OR7E5P	0
DYNLRB2	1
C1orf186	58
VPS72	951
PIP4K2C	1884
LOC100130950	847
PCNAP1	3
GPR3	88
KCNJ1	26
PIGH	528
MOG	2
CASP8AP2	2581
CDT1	125
OR4F17	0
TNRC18	9901
CAPNS1	17782
LMAN2	4934
LOC90784	705
RIIAD1	0
MIR376A1	0
MYOM1	294
PRDX6	4936
RND3	0
TTTY20	0
KDM1B	6676
SNORD104	67
FITM1	50
DDX59	1251
MIR4676	0
SIRT3	590
NOTUM	1
TDRG1	4
GCGR	0
EML2	1582
RBMY3AP	0
TCF25	6242
SLC6A14	0
LOC100505666	24
MIR4305	0
OR51M1	0
ITPK1	8776
PIH1D2	4
TMSB10	58116
GPI	10924
ASB2	172
DEPDC7	53
MIR1250	0
SNORA34	29
KRT42P	0
SERPINA4	0
OR4K15	0
SRGAP2	3983
LRRIQ3	16
HPS3	2359
NUP43	631
SBK2	0
MOCS2	841
F13B	0
CXXC5	1135
R3HDM2	7644
PRRG3	0
FAM175A	1256
TRAPPC4	1071
MBTPS1	7432
MIR7-2	0
GPR37	0
TADA2B	4615
ENDOD1	1558
FUNDC2	1608
LTC4S	30
MIR3668	0
PTPN3	16
RGS20	10
NSF	1899
FAM55C	6858
MGAT1	17331
TRAPPC2	571
SFTA1P	3
ZNF17	241
FEN1	554
C9orf70	0
PIP4K2B	5338
TEAD4	0
BBS4	609
PNPLA7	339
GMPPB	617
APOL3	6062
KLHL1	0
ZNF367	438
KCNRG	26
APC	5599
CABLES1	68
KCMF1	4982
LOC644838	0
INADL	1783
ZWINT	193
LOC100505841	0
MST1P9	1
ADSSL1	104
CDKN2AIP	3409
HNRNPCL1	0
FAM46D	0
HULC	2
MDGA1	413
INTS12	864
MED12	4171
MOCOS	7
THOC3	123
NCSTN	7276
MIR1228	0
MARK2P9	7
SMOX	544
DERL2	1398
ALAS1	1695
C1QBP	2637
STX16	14019
MIR548H2	0
PRAMEF19	0
FNTB	26
MIR320C2	0
TMEM151B	4
HIST1H4B	6
MIR939	2
MIR556	0
HEY2	5
CEACAM20	0
SNCB	3
THBD	5025
TFDP3	0
HOMER2	155
PGA4	0
C11orf16	2
FAM120A	15320
LYRM5	599
TRIM73	7
MIR3690	5
NAA60	3114
EDC3	1522
PDZK1IP1	145
C14orf183	12
KRT72	33
SLC5A1	1
ARL3	458
ORC1	148
TDGF1	0
PCYT1A	1467
CD79B	3426
ZCCHC6	6518
SF3B5	2931
C3orf45	6
HOXD12	0
GPM6A	79
HP	109
EDA	231
RASSF5	28994
CCNE1	219
