GENE_SYMBOL	EXPRESSION_VALUE
FAM91A1	5307
MIR3919	0
CAMK2N2	7
LOC400655	1
LOC145845	0
RBMXL2	0
MIR4764	0
TALDO1	22196
TIGD4	10
ASAH1	35143
C1orf127	40
UQCRC2	15176
FAM101B	8114
COL5A3	113
VSIG2	478
AHCTF1	3827
ARHGAP5	5164
SNORA51	56
CEACAM8	0
CCNG2	6489
GUCY2F	1
SPANXE	0
GFRAL	0
RPL30	78756
C4orf17	0
LCE1C	0
LOC100130557	133
EPHX2	876
MDM4	11273
INPP5K	8339
LOC284215	0
CTU2	1065
MIR608	0
MIR509-2	0
CCR4	2326
MAGEB3	0
MS4A8B	0
EPS8	1362
TADA3	8934
SNORD76	140
SNORD116-4	7
TMSB15B	43
SNORD115-9	0
C12orf41	6286
SNORA40	58
HIRA	8759
CTNNA1	14952
FAM19A4	0
ACAA1	8613
TMEM9B	7771
TRAF7	8369
KCNK18	0
VRK1	1756
TNPO1	10251
MUTED	1
CYP11A1	1
GMFB	5651
NGFR	200
USP29	1
MIR1185-1	0
PHGR1	1
PPYR1	0
CALHM3	5
C4orf45	3
MCU	1889
C6orf10	0
FAM167A	438
NCRNA00310	8
TMEM159	1295
YIPF5	2684
CCDC85A	8
SLC50A1	2620
PLOD1	7862
FAM186A	0
YIPF7	0
FOXB2	0
RIC8A	8332
DPY19L2P4	2
APOM	173
LOC400456	0
CCDC97	5890
MYBPC3	114
RRP1B	6617
TMEM45B	183
MTTP	0
BRI3BP	903
EDN2	27
SPAG17	28
SDF2	2785
CLEC6A	717
EEF1G	29157
ARHGAP42	221
MPV17L2	767
PLA2G12B	0
PRY2	0
GATS	1053
LOC284395	1
TUBB1	21288
TEX264	4903
ZNF853	763
KCNK13	378
SOX15	92
F10	5
RMND5B	1970
SNORA11B	0
CEP44	972
LRRC47	4713
METTL21A	1595
CDKN2A	166
RAMP2	3
MIR133A2	0
LOC643037	0
NDNF	1
DTX3L	16734
UBA7	9531
FRAT1	9654
SLC2A8	706
CYBB	140400
LOC100507387	11
REG1A	0
PROKR1	1
TTC21B	1914
POPDC3	0
OLIG2	2
RPS27L	2469
IGFL2	3
JDP2	7270
LOC728978	1
OPN1MW	0
SAMD3	5421
CCDC89	8
MBL2	0
TIMD4	33
POU6F2	0
LOC283392	12
FLJ41278	1
ATP6V1H	3574
ACCSL	12
NCRNA00189	224
KIAA1731	3062
PGRMC2	3638
CASC3	12013
MIR3688-1	3
FLVCR1	710
HSH2D	8971
DPAGT1	2153
FBXO3	1671
SNORA37	6
PTH2R	51
C6orf204	9927
YME1L1	18565
MIR4498	0
C2orf66	3
MIR1301	0
ACE2	1
LOC100507377	1
MIR7-1	110
C1orf227	2
MRPS27	4073
C15orf55	2
TBX3	2
MMADHC	4810
KLHDC8B	640
ZMYM6	4780
MICA	1157
OR1A2	0
CACNA1F	69
ZNF302	826
MESP2	25
MIR548O2	10
PLEKHO2	20959
PHF23	1879
SP1	16530
SLAMF7	13184
NPPA-AS1	65
MIR3151	0
MRPL54	2946
SLC26A7	3
CDC27	5348
TOR1A	5681
UNC45B	54
CCAR1	6078
CYP11B2	0
CPOX	2178
CD14	57304
LOC100303728	241
SSTR4	0
KIF4A	85
FAM71E1	41
MMRN1	710
CCDC142	707
DZIP3	1480
SPNS1	7667
SCN4B	22
CSDE1	70642
NEDD8-MDP1	0
OR52J3	0
CCDC30	100
C14orf135	3374
MIR302A	2
SLC9A1	5258
HLA-G	2930
POLR3A	3242
TLE2	602
RAET1G	2
TMEM189	4986
RAB8A	14895
NCRNA00029	0
NEUROD6	0
RASGRP3	1463
ZYX	68308
LILRB5	39
RRP12	14735
ABCC4	1638
FAM195A	1076
KRT28	0
POU4F2	0
TBC1D3P1-DHX40P1	20
SPRR1A	0
SULT1C2	1
TDO2	1
ACAD11	919
SLED1	106
ATXN7L1	4802
UBQLN4	1805
SNORD37	18
MCART3P	4
SUSD2	66
MIR181D	1
C1orf54	316
ANGEL1	2497
CCDC83	1
EXOC3L2	19
TLE6	13
DNAI1	0
MOSC1	2397
LOC255411	1
SNORD115-17	0
KCNK15	0
THSD1	28
FER1L6	1
C14orf166	5855
PCGF6	469
DTX2	1346
KIAA0408	495
ZNF333	1782
CLOCK	2432
SNORD54	56
RCOR1	11807
LOC730755	0
CETN3	292
LOC100506136	18
HIST1H3G	4
OR52R1	0
HSPA4L	10
HSPA12B	42
MIR940	5
IL1A	1147
C1orf111	1
ASB13	2100
LOC100505967	0
TCEAL5	2
SPRYD4	746
ZNF204P	165
SNORA79	2
PSMB11	1
C18orf18	192
SGK3	4427
LOC100506599	0
AQP11	23
CMTM5	521
NXF2B	0
ACOT9	3829
MIR630	7
PSEN1	12998
UQCR10	3129
IL1F10	0
HNRNPH3	10122
NR1D1	1900
CD300LF	11432
RIMBP3	8
AKR1B10	0
RPL32P3	490
RRAS2	1434
C5orf43	2848
AHSA2	1544
NPAS3	2
ZNF234	367
CYP1A1	6
GATSL2	0
NUCB2	3451
FAM194A	33
ORC3	1446
TMCO1	6095
SPOCK3	9
PRSS16	46
AKR1C1	5
TXNDC8	0
DUSP23	1686
PLXDC1	431
LOC100288974	1
TEK	8
MIR767	0
C9orf139	327
METAP2	7252
RPN2	20409
SNORD115-20	0
SLC25A15	842
PPIL1	687
CPM	2412
EIF4G2	114159
NRIP1	13626
SDR42E1	279
METTL22	1076
DEFB105B	0
DDT	317
KIAA0040	8959
EIF3M	13414
TWISTNB	4479
IL9	0
RRN3P3	535
TPK1	2560
FAM115C	1232
CDRT1	4
RFPL4B	0
KRTAP4-11	0
NEGR1	228
BCL9L	23365
TEX13B	0
ECEL1P2	0
PTPN4	5559
SART3	5621
CRIP1	7621
CARD10	7
SLC25A10	307
EIF5B	7332
ZNF670	282
C14orf142	754
C2orf68	3899
MIR3202-2	0
C10orf93	6
CFHR4	0
ISG20L2	5226
MIR4744	4
KRT86	226
LOC100288077	0
RGPD3	9
POMT1	1395
DYTN	17
KRTAP10-4	0
ZNF492	42
NCRNA00246B	7
AK8	55
TMEM199	2362
MRPS2	2167
SNX27	9251
MIR661	2
WDR36	3340
COL7A1	22
DEFB130	0
DUSP27	1
LOC650226	0
ACOT2	525
OR5AN1	1
MIR1295	0
DCLRE1A	769
MXI1	5434
PAR5	638
MIR4517	26
SNORA4	234
C10orf18	6843
MIR4460	0
CSAD	272
APITD1-CORT	154
C1orf185	0
MND1	34
TP53I3	558
USP26	0
PKMYT1	201
CROCC	2040
JMJD6	10621
SMCHD1	40279
LOC730091	122
MIR3198-1	9
HOMER1	193
SLC34A1	12
FAM86HP	30
MIR548AA2	0
BRD8	2379
C1orf38	40100
SPANXC	0
DVL3	5846
PPP1R2P9	186
HOXC12	0
ARIH1	11489
ATXN3L	14
UCA1	4
MIR3920	0
NCRNA00201	1210
MIR4777	0
AFF2	157
FLJ41649	16
CRYM	38
DNAJA1P5	1
MIR514-2	0
UBE2J2	4560
C19orf2	7295
FOXH1	3
LOC1720	0
RPL41	1689
OR5J2	0
KPTN	537
SLC9A3R2	266
TEKT4	7
ATP6V1B1	0
CELA3A	0
ELOVL1	7692
MIR3646	0
HAPLN3	1753
