GENE_SYMBOL	EXPRESSION_VALUE
SSBP3	3406
C1orf183	1356
C9orf25	1831
CDS2	14822
RFX7	6395
TYW3	2463
KCNH6	0
CA3	21
CSGALNACT1	6777
SEMA4C	2322
C21orf67	158
WDR47	2234
ZNF443	122
SORCS2	52
DMBT1	0
C1orf133	0
MMEL1	33
CTAGE11P	53
MED22	3445
GEMC1	0
ARHGEF26	15
SLC28A3	46
AS3MT	0
SEH1L	1718
PEG10	852
MIR4686	0
GNGT1	1
VCP	24146
B3GNTL1	281
PRSS57	208
LOC100507651	0
MIR3147	0
HRH3	2
LPIN2	17081
LY86	7798
RASSF3	25036
RRP15	1992
ATP6AP1	15612
ARV1	524
IGLL5	4582
TMEM54	0
CHMP4B	16420
C3orf15	2
FHIT	1541
ARL9	4
PHKA2	4247
SLC22A8	0
MGMT	1155
FAM127B	698
MIR935	0
CAMSAP1L1	1763
PTER	1521
EEF2	602834
SF3A3	4972
THEM4	3389
GPATCH4	1447
PYHIN1	2639
C19orf12	2270
CREG2	12
PLEKHM1	5967
ZC3H7B	8459
CDK5RAP2	4605
LANCL3	65
IGSF8	3260
RNF216L	2097
EZR	47269
TRIM60	0
IGHMBP2	2016
NDUFS1	5537
TXNRD1	9058
CKS2	1237
SEPT14	0
ADH7	0
FRZB	4
ACTG2	9
MAGEA2B	0
MIR549	0
ZNF669	1376
RNF157	5988
TINF2	8125
PGLYRP2	26
SNX17	16717
ELP2	4800
PVR	2242
PPARA	2465
NFATC3	19856
LOC340113	0
LOC100130992	202
OR4K17	0
MIR3145	0
NTNG2	342
C16orf80	3488
TGOLN2	54933
ZHX1	3569
RELB	5884
PSMB5	1376
ALOXE3	33
NME3	2338
LOC100288911	1
C11orf63	484
OR10W1	0
LOC100188947	0
MIR346	0
PBX3	2406
WAPAL	15068
GAB1	1249
VSIG1	1602
TM9SF4	10128
ASPN	4
KIAA2026	8506
PFKM	1075
OR7E12P	0
ZNF35	608
TRIM14	8915
POM121L2	0
MIR216B	0
ZNF614	1314
LOH12CR1	717
PRDM13	2
PRCC	5607
LOC727896	151
IFT140	571
FCRLB	62
HEATR5B	7151
POLD4	7201
NOL10	2797
MIR4519	4
C19orf29OS	30
CHSY3	6
PTGR2	234
CCL1	1
FIZ1	849
MIR449B	0
CDH20	14
SLC24A3	115
GEN1	548
HAUS8	875
OR7C2	0
OR4C45	0
