GENE_SYMBOL	EXPRESSION_VALUE
CLDN1	2
TP53I11	4020
SYNJ2BP-COX16	1753
NDOR1	3944
FAM197Y2P	0
ZNF653	565
ZHX2	6239
LOC149086	4
EMR4P	899
DNMT1	10691
MGAT4B	7763
TCF19	1301
NHLH1	41
DACT1	511
FGF11	168
RAB5A	6702
PIK3C2B	4236
FXN	1547
MPPED1	2
TIMM8B	928
ZNF559	2053
SNORD114-10	0
OR6C65	0
FAM180A	0
ATP1A1	72633
PDLIM3	1
LOC100507032	52
ATF3	47175
SNTA1	750
PRG2	88
PRSS27	35
FAM188B	68
OR5R1	0
ZNF675	1638
FGF10	0
OXA1L	16176
NOLC1	10265
ZNF654	3244
MIR4479	4
C11orf84	1294
TREX1	3092
STK32B	207
TMEM55A	2391
RPE65	0
LOC729177	3
KRTAP10-2	0
SRGAP1	174
CCDC66	1192
SNORD115-6	0
ANKRD36BP1	2981
METTL9	26082
FLJ44511	70
MIR134	0
TXNDC6	81
SCUBE1	42
EGFLAM	0
FYB	73041
LOC100129845	2
C10orf47	612
CCDC160	0
KLF16	7627
C14orf166B	6
KRTAP6-2	0
MIR33B	7
SLC16A1	1911
C9orf125	10
ADAM6	1
NCRNA00341	4907
POM121L9P	8
SIGLEC11	231
COPS4	3326
SC4MOL	1750
RINT1	1624
OPTN	11140
SFT2D1	2672
ZER1	7022
HSPC072	3
SPSB4	0
SDR39U1	598
DKK3	80
PRAC	0
C18orf55	715
RNF20	5788
HIC1	905
GNB2L1	157755
SCN8A	39
ZIC3	0
S100A1	27
LOC100505854	194
IL12RB1	4242
ADAM12	71
CTSF	866
DLAT	3167
ID3	1509
USP54	888
AMFR	21225
MERTK	1325
C20orf134	72
GCNT1	1140
SCCPDH	1532
PPP2R1A	18826
CNST	9846
TM4SF4	1
ZNF141	512
IL6R	26831
TUBA4A	17769
PRKCE	3106
ABHD1	60
GTF2IRD1	54
ARF6	35067
SMARCA5	17474
MIR96	0
CTTNBP2NL	446
ZBTB1	23219
ZNF81	1710
CCDC58	206
C9orf3	299
KIAA2022	175
GUCY1B2	4
DPEP1	1
OR4D10	0
RCOR2	5
CLCNKA	1
CCDC43	2431
MXD1	27877
OR5P3	0
ZNF649	1221
EBF4	98
HCRTR2	0
OLR1	2999
ZFP90	3165
FRG2C	0
MIR3665	0
TPRG1L	6330
KRTAP5-10	1
PCGF3	4546
ENPP1	61
ARHGEF15	1
AGT	0
SNORD115-1	0
TPRA1	3174
LOC100129083	10
EGFL8	81
NSA2	8243
CYR61	6
SRP19	3119
MIR1247	0
DARC	2
WT1-AS	0
ARHGAP8	2
KHSRP	13487
GTF3C2	7724
SNORD126	0
BLOC1S2	5804
CRYGS	82
CPZ	0
SMAD1	818
ZNF813	744
CCDC169	0
PAM16	516
NDUFS2	7764
LEPREL4	278
C1orf70	6
MARVELD3	4
CHD8	19169
ESPNP	16
TRIM59	1711
MRPL44	2755
LIN28A	4
PPEF1	22
AMTN	0
PCDHA3	0
ATAD1	2789
CLDN12	103
AIF1	31013
SERTAD3	3826
TMTC3	1327
TEKT2	18
HOXA3	26
SMTNL2	1
TRAF1	5303
LRRC14	3527
AEBP1	887
SPG7	4048
PCDHGB6	142
PTCRA	244
BICD1	705
MIR1322	0
C1QB	151
ARC	133
CD300LB	8105
ANKLE1	311
ZFYVE1	3110
C22orf13	11592
TCN2	1653
SBDS	13340
CHST3	2
C1orf140	0
CCL3L1	0
HS6ST3	0
WDR62	252
TNIK	7436
KCNIP2	109
GSTA4	169
BPIFA4P	0
MYNN	4326
TTTY13	0
USP13	1615
SPATA3	0
OST4	7248
HDGF	23452
KCNJ4	0
ANKRD33	0
C16orf73	3
LOC100506025	3
MIA2	2
LOC100379224	50
MYO5C	151
USF1	8210
NPY6R	12
SEC1	32
TRY6	4
MED13L	52925
NKX6-1	1
B2M	879924
HGS	7552
VWA5A	1092
OR2AG2	0
CNKSR1	107
ADH4	3
DYRK3	329
CYP27C1	1
IRF5	10389
LOC441242	33
CTNNBIP1	3495
TTTY22	0
SNURF	25
CENPO	871
LOC283033	0
ZBED6	3270
OR5K4	0
LOC400927	71
MIR101-2	1
TRMU	1288
GJD3	374
NHLH2	0
STMN1	2604
ADM2	73
CHRNA3	12
SEMA6C	370
STK24	20548
PLCXD3	0
TRIM56	2100
BBS1	1155
C10orf136	0
AKR1CL1	6
REM2	320
TRIM3	754
SIAH3	40
HDDC2	2369
ROD1	40181
C19orf24	2782
PRSS2	1
MFSD3	500
ZNF273	872
CYP26C1	1
SLC38A11	54
PLCB4	25
ZNF84	1927
TMED11P	6
CCT4	12444
TOR1B	3928
LZTFL1	1464
ITSN2	16221
HSP90AA6P	12
EIF1AD	4114
MKX	8
NLRP7	84
MIR3943	0
C10orf128	435
PPP1R3F	879
PCDHGB4	41
LDOC1L	6576
TXN	3054
MIR574	0
SLC25A40	3577
HAND2	0
DUSP18	983
C5orf38	0
CAPN3	1329
LOC285878	0
PARP16	1934
DPYSL4	129
C16orf82	0
DIRC3	48
CCDC6	10639
PTTG2	33
TRPM3	1
BAI3	11
ANKRD55	562
TUBB4Q	0
C6orf218	0
GABRG2	0
MSLNL	1
TNFRSF4	442
GCLM	1079
ESPN	17
OR9G4	0
MAP4K1	10125
GLUL	53271
PRODH2	0
NCRNA00102	16
AFF4	25126
PCDHGB8P	8
MIR1343	2
LCE3D	0
ATP6V1E1	5907
TPR	22711
MIR30C1	2
C10orf91	32
LOC100507140	11
LOC147727	1978
PLA2G16	1311
EIF4EBP1	2741
GPS1	7086
MIR628	7
EN2	0
MIR655	0
LOC644246	620
ITM2C	6020
VGLL3	0
MIR548W	0
BRS3	0
HIST1H3F	1
FAM99A	0
SPINK4	6
UBE3C	15324
POLR2J3	103
AEBP2	5012
NPM2	36
CAP1	58086
TEX22	44
MAP3K2	25979
SLA2	3966
LMAN1L	2
TUSC1	66
PLEKHG3	5323
UNC13C	1
YIPF3	6840
TMEM9	2453
PAK1	15853
ARID5A	14816
ZFYVE28	2197
C6orf124	3
MIR4786	2
C17orf88	11
CDKL2	27
HSD17B8	632
