GENE_SYMBOL	EXPRESSION_VALUE
ELOVL4	76
WHSC2	4154
EPCAM	11
SLC16A12	1
THUMPD3	3809
KRTAP10-10	0
DCAF11	17493
KLRF1	7877
CTAGE10P	88
SCARNA12	117
ITGA2B	3667
SVEP1	3
KAT7	6899
MED8	3551
LOC647946	1
FMO5	1387
NCRNA00087	6
NUP62	11811
KCNJ13	31
RNF141	11194
CPSF4L	1
C4orf37	8
ZFYVE27	5011
ISG20	7600
FERD3L	0
AFM	0
NASP	6810
TMEM91	1402
WDR89	1653
KREMEN2	50
TFAP4	1325
FAM123C	0
CCDC168	8
CORO2B	130
GLRA1	2
MIR548F5	0
RPIA	5520
CDC42EP1	809
CD99	40055
CD226	6625
PCDHB18	1
NME6	1464
MUC5B	21
BEX5	153
SYCP3	99
ARHGAP24	2195
HEMK1	2745
CSPG4	24
ZMYND12	76
MT1B	0
TRIM2	365
MIR34B	0
DEFA6	3
MIR548N	0
FXYD1	51
FGFR1	1683
VCAM1	80
SNORD116-10	1
OR5P2	0
GSK3B	13884
CYP8B1	3
ZNF774	21
C19orf21	0
RPS4X	111543
METTL17	4076
U2AF1	5438
LOC729852	2020
TSPAN1	6
NR5A1	11
HLA-A	390533
OR5E1P	0
LOC100129213	0
CPA5	22
SHCBP1L	0
CHST15	18383
ASB15	3
MIR3909	24
GOLT1A	1
LOC100506963	70
FAM25B	0
C13orf26	0
FLJ30679	5
SLC44A4	17
TPM2	358
OVOL2	0
IFI27	18
TNFSF12-TNFSF13	14800
LYNX1	1618
CYFIP1	10930
OR51T1	0
FAM40A	6812
RSRC1	1343
MIR4683	0
ARHGAP26	19769
ARL4C	61155
SP9	0
RNF6	9334
FOXL1	0
C18orf63	0
TMBIM6	115787
SRFBP1	1699
FASLG	744
AOX1	6
SERPINB8	7425
OLA1	5086
SPERT	5
EFCAB4B	4067
KIAA1267	16069
DHCR24	4219
OR4L1	0
KDM4DL	0
PINK1	7747
SMARCA4	15477
C1orf64	0
RPLP2	81808
LOC286437	310
PLCZ1	2
TMEM72	2
COL6A5	1
OR5T3	0
MYRIP	19
FLJ34690	0
MRP63	3217
PEX19	9538
FDPSL2A	4
SMEK2	15800
TAB3	7806
LOC728989	169
LOC100507250	95
C9orf171	3
PRSS36	311
KIAA0895L	279
VAC14	5038
GBP5	26708
WSCD2	68
SUSD5	34
PPP6R1	37440
DCAF4L1	41
APOC3	0
PDE2A	132
TOLLIP	9222
TARM1	14
MUC13	0
STK25	9055
DCAF15	5119
C3orf23	3578
HNRPDL	44959
RSG1	465
RALGAPB	11896
SRPK3	21
HSF2BP	24
C8orf86	0
ZNF215	34
POLR3GL	7520
RPL23AP7	244
SLC22A17	251
LOC91948	1
NMNAT1	1631
RSPH6A	1
