GENE_SYMBOL	EXPRESSION_VALUE
PGBD3	524
MIR492	0
SULT1C4	14
TPD52	4090
NCRNA00159	0
ST13P4	6
TOM1L2	4614
ARNTL2	161
CFTR	0
KRT33B	0
KIAA1683	841
PTGES2	3005
CNTF	13
MIR3922	1
KRTAP4-6	1
LNP1	97
SLC26A2	1994
SNORD116-11	0
WSB1	12641
RAD51B	586
SAP18	10873
PER2	3957
C1orf56	224
BLZF1	719
FURIN	28990
GSTTP2	1
NPY5R	0
MIR3134	2
MIR19B2	0
HADH	1791
SRRM2	82968
RPAP1	2991
ATP8B4	1882
ZNF644	9762
TTC9B	17
NHLRC1	71
CSNK1A1	15023
CUTA	6916
ATN1	9059
NCRNA00092	127
EIF5AL1	1575
H3F3B	112012
NAT14	344
CNNM4	3127
RASA3	34257
LTA4H	32325
TMPRSS7	5
PITX2	0
DGKH	496
ABHD6	913
MIR1184-2	0
RDH13	939
LOC100133267	0
HTR7	365
C6orf103	4
LTK	1475
SYBU	74
FANCF	662
IMPDH2	7835
CCNO	2
CCKAR	0
RALGAPA2	7769
HMOX2	4502
LOC100289561	448
ADAP1	10281
MIR4503	0
HRH4	55
IQCC	215
CPEB2	5259
MIR208A	0
PTMS	1907
MAPK12	64
TRIM39	2754
BRD7P3	68
RPS6	179230
BEND7	34
TMEM139	26
LOC100240734	2
YLPM1	13580
RREB1	15070
GAGE2B	0
TIMM13	2904
TREM1	21735
DLG1	6898
LOC100507577	506
GPHB5	0
NACC2	8131
CCR5	2024
DKK1	0
ARHGAP4	31119
AVIL	142
MIR1252	0
GPC2	116
LRRN3	2143
TNFAIP1	1534
HTR4	0
SH2D1A	5119
CHIT1	19
ZNF12	1995
ABCF3	5043
PDILT	1
RFPL4A	31
GPRC5D	83
LOC100507194	0
TAF7L	5
MIR4499	0
TRIM72	9
SEPT3	141
GALNT9	23
IMPA2	3767
SNORA84	0
CYP2E1	83
LDOC1	649
IVD	3474
TACR1	8
MTPAP	3397
ORMDL2	1413
REEP4	3042
BCL2L12	1112
FA2H	25
SPRN	260
DDX31	1233
SSX1	0
DKFZp686O1327	1
USH1G	0
IFNA4	0
GAR1	1052
R3HCC1	3014
HEATR6	1861
LOC100130357	263
UBR5	21199
PLA2G15	1615
TTC1	3381
RHCG	2
PIRT	0
YIPF1	2434
ZNF800	8594
KRTCAP3	186
ZNF702P	327
KAT5	3542
POLR2L	4809
