GENE_SYMBOL	EXPRESSION_VALUE
ALDH1B1	384
ANKRD1	0
CHSY1	6705
KCNN3	26
MBD2	15452
AQP8	12
LOC100287314	10
CCDC153	71
GIPR	58
EEF1A1	119818
EBF3	3
PRR9	0
TTC28-AS1	930
NRBP1	13698
TRPT1	893
ABHD2	18063
LTB4R	3569
HDHD1	2358
POLR2J4	503
SESTD1	4147
TMCO5A	0
NDUFB5	4506
LOC100287879	1
LOC641467	83
HMX2	0
GAL3ST4	360
LOC100506083	143
EIF2B4	1817
C20orf144	7
ASGR1	1742
C9orf167	3041
NISCH	11685
LOC100505659	1
LMAN1	7124
TP53INP2	8364
RCAN2	41
FGF21	0
MORN1	149
KCP	7
ENAM	32
LOC221710	1477
TSPAN16	73
WIPF3	1
ANKRD20A5P	93
THOC4	5620
C11orf80	570
SEPHS2	4186
TOMM7	15352
CCDC51	353
NCRNA00251	0
NGDN	4560
BRD1	6739
DPEP3	44
FYCO1	7874
BMP4	11
ZNF432	1158
MCM5	6478
LGALS9C	59
IL6	482
RPTOR	6514
HPN	11
IFNAR1	10813
CNTNAP3B	0
RPL23	51332
LYZL4	0
HTR3C	0
TMEM14B	1865
ANKRD56	6
ADA	2035
CDAN1	2041
TNFSF12	4460
ADH1B	2
MYOG	0
FANK1	61
SKA1	58
BMP2	33
CBFB	11027
NFKBIB	4185
CASP14	0
CACNG2	0
GOLPH3L	1047
MIR4266	1
LOC100507362	0
IMPAD1	9145
STEAP2	0
CYP2B7P1	33
VILL	2570
GPX7	816
TDRD7	2338
FAM156B	1
CSAG3	0
MYH13	0
MAT2B	12988
MGC45922	11
CCS	2105
SP3	23645
ETS1	139962
FAM201A	47
AIPL1	0
SLC25A48	0
SCEL	0
OR2B6	7
LOC728192	0
SPOPL	9546
SNORD115-12	0
LOC553103	37
TELO2	3341
FAR1	8290
ABI1	14484
ADM	2315
AIG1	851
CAPS2	28
FABP6	2
SNTB2	3628
C9orf47	120
C3orf30	0
CNOT2	8051
LOC100507537	0
SIGLEC7	3161
GPR172B	14
RPRML	3
MEP1A	0
TTC30B	109
PURA	2519
GAN	658
PGM2L1	2316
ADAM32	2
ANKRD30B	0
NCRNA00185	0
DNAH3	17
SNORD35B	262
DGKG	1429
DMRTC1B	0
LOC100286844	39
FAM19A1	299
THNSL1	300
ZNF335	5852
LAMA5	700
OR5AK2	0
LOC645355	0
C3orf32	0
HIST1H2BB	6
CACNA2D3	834
MUC17	0
RTP1	0
TSPAN4	1309
TMEM204	1280
A2M	334
MIR4749	4
MRPL19	2971
PSMD7	5788
KRTAP5-2	1
L3MBTL1	187
AKAP17A	12832
GRB14	19
ZNF155	851
LRP1	49924
SEPT7P2	446
OTUD5	9752
ANK3	3125
OR2G2	0
MAGEB10	0
SMARCA1	63
RAPH1	1534
LOC100131655	244
ZNF275	2627
LOC100506314	101
GPR98	21
NR2F2	1
SIGLECP3	937
SPTLC2	13018
KATNA1	2300
LRRC61	508
TNRC6C	11076
PAFAH1B2	9645
EIF2S1	4566
SRSF12	72
KIF18A	120
ZFP30	1073
B3GNT6	0
RLTPR	6020
KIAA0125	1704
CTTNBP2	73
ELMO3	245
EPHA8	0
KCNT2	0
LNPEP	8977
ARHGAP1	12656
SIGLEC10	6054
HTR1E	0
ZBTB12	107
RSBN1	7193
SNORA15	7
HIC2	2627
PCDHA2	0
UBL3	13560
LOC100506804	54
FZD8	186
PHF12	12704
GLIPR1	21135
MMP10	0
TNFSF14	377
KBTBD2	12588
HERC6	2662
PPBP	8093
SDHA	6133
RFC2	1533
NAB1	2551
LOC729059	4
LOC388588	43
CT45A6	0
ALDH3B2	119
GSDMC	0
MUC16	40
TPPP3	1699
REEP1	3
IKBKB	9165
C20orf103	194
CD1D	5019
THAP7	1488
SHARPIN	4513
LOC728640	23
MIR4751	0
SEPP1	19
TGM5	2
CPVL	36166
SEC14L2	1196
CNTN1	0
OR51I2	0
LRRC17	23
ATG9A	5245
NAP1L1	48149
MYCBP2	37213
AMIGO3	699
RBMX2	1632
SEMA6D	0
MANBA	6417
VSIG10	224
ITPRIPL2	1995
PRDM16	15
DRD4	32
LOC390858	0
OCRL	889
CHRNB3	0
NEK2	34
TTC35	1065
PCDHGC3	74
FLJ16779	0
RGL1	965
C8orf51	9
SNORD15B	25
SERPINA5	0
CDK11B	2396
FAM138A	0
PEBP1	8777
WNT5B	56
PPP1R3E	696
EXOSC6	2516
SNORD115-8	0
C1orf51	65
PEX3	815
CCR2	3891
LPCAT3	4332
TRPC4	0
SPECC1	3312
MIR4260	1
TMEM146	0
TMEM216	1010
LOC728066	0
CDKL4	3
LOC650794	63
GABARAPL3	356
NCRNA00320	0
SYS1-DBNDD2	557
SPDYE1	39
TBC1D26	1
FKBP10	60
LRAT	4
ASCL4	4
PSMD14	2680
FOSL1	1166
PKD1L2	0
CARD8	14116
GPX8	4
AKR1B1	3748
KCNQ1	7796
GRAMD1A	12401
CENPV	472
SOX7	40
AGPAT1	7872
C9orf29	0
EXO1	63
PBMUCL1	0
SGIP1	4
ARPC5L	4029
