GENE_SYMBOL	EXPRESSION_VALUE
LOC401134	2
MIR196B	1
YWHAB	49747
HIST3H3	0
TRIM33	12140
TFDP2	6166
UMPS	2254
TXK	5557
NPY	0
GPR135	80
TMPPE	1021
SNORD116-24	1
GABRG3	0
MIR3156-1	0
RBX1	3859
SAMSN1	10798
DDA1	5031
PHPT1	2943
FAM166A	56
CCDC61	723
TNF	15173
ZBTB33	5645
ODF4	1
PGBD4	199
LRRC31	0
MLC1	4163
SPATA16	0
FAM82A2	3692
C1orf35	1084
CERKL	1240
LOC284080	2
FHL5	0
TMEM33	7799
IQSEC1	31890
DCAF8L2	71
LOC100507501	156
LZTR1	4502
BBS5	160
SCARNA4	4
RSAD2	1292
GMEB1	2729
CDY1	0
CD5	25304
CDC14A	14676
B4GALT1	35588
ZBTB20-AS1	40
OLFM1	386
LILRP2	98
RUNX1T1	0
SLC24A5	6
CXorf30	0
ENPP2	343
HOXB5	11
SNORA12	15
DNM2	33743
TUB	105
LOC286184	0
MIR4282	0
LRRC68	2120
THAP3	766
ULBP2	81
LOC100128640	39
MC5R	0
GOLGA2	3648
PDCL3	1124
SLITRK6	0
INS	0
LOC644649	43
TMEM60	548
DUSP15	16
RXFP2	234
NDUFA7	2052
MKL1	18766
MYCBPAP	48
PGBD1	173
CYB5R4	10199
IFT172	644
TNIP2	5026
SLC4A7	4814
SYNPO2L	1
LOC554202	14
UBTD2	924
MGC44328	0
LOC100189589	4
LOC642846	74
GYPA	7
NCRNA00311	0
MLLT1	9648
ZFP106	29388
DLGAP3	336
FZD5	385
MIS18A	428
FLJ42289	114
BRD9	3971
MANSC4	20
MICAL2	7129
TCTEX1D2	346
PLAU	82
LCP1	295995
AVL9	4810
B4GALT4	1524
IGF2R	53732
MIR491	2
SEC16A	19960
DPY19L3	2018
GABRG1	0
HNF1A	103
DNALI1	17
NXF1	22808
IQCH	51
MIR4635	1
TNIP3	273
COX18	1870
HERC3	10347
SCGB3A2	55
